Feature	 Category 	 Polarity 
not_lowkey service	service	neutral
mousse top	dish	good
vegetarian menu	menu	neutral
service horrible	service	bad
not_n't special chicken	dish	neutral
relatively healthy meal	meal	good
well cream cheeses	food	good
pieces chocolate	food	neutral
spread everything	meal	neutral
maximize variety food	food	good
unfortunately ran chocolate	food	bad
good food looking	food	good
not_tea appetizer n't	meal	neutral
boyfriend delicious breakfast	meal	good
not_real chocolate	food	neutral
atmosphere friendly service	service	good
cheese coffee flowing	food	neutral
especially yogurt	dish	neutral
longing chocolate	food	bad
cheese toast	food	neutral
fries salad	dish	neutral
omelettes side fruit	dish	neutral
hot chocolate world	food	good
not_well applesauce added	dish	bad
crepes cheese	food	neutral
food pretty good	food	good
handedly support chocolate	food	good
mixed bean salad	dish	neutral
triple chocolate fondue	dish	neutral
not_staff overly thankful	staff	bad
fresh yogurt granola	food	good
open lunch fri-sun	meal	neutral
bowls pasta	dish	neutral
salad drink	dish	neutral
not_little bite	meal	neutral
not_wasting food	food	good
away friend bite	meal	neutral
pricey side sandwich	cost	bad
not_messy delicious	meal	neutral
not_coconut bacon	food	neutral
excellent breakfast sandwich	meal	good
pastries wonderful especially	dish	good
not_simple point	dish	neutral
dry fish	food	neutral
cheese emporium indoor	food	neutral
sodas chocolate finally	food	neutral
great leaner meat	food	good
not_bad service	service	good
mile-end plateau	meal	neutral
white cheddar cheese	food	neutral
american cheese	food	neutral
heavy meal	meal	neutral
welcome staff	staff	good
carte quality food	food	neutral
french cafe food	food	neutral
wife special	dish	neutral
busy brunch menu	meal	neutral
italy breakfast	meal	neutral
not_leisurely brunch	meal	neutral
times consistently disappointed	dish	neutral
food 've	food	neutral
not_time cheese	food	neutral
not_mac cheese n't	food	neutral
cake holely	dish	neutral
service extremely slow	service	bad
crown jewel meal	meal	neutral
cheese wine	food	neutral
help picking coconut-lemon	food	neutral
salad light	dish	neutral
sandwich omelette chocolate	dish	neutral
extremely slow food	food	bad
instead note	meal	neutral
breakfast great	meal	good
not_expense waiting	cost	neutral
waffles fondue	dish	neutral
not_away bite wrong	meal	good
pricey tell everything	cost	bad
pointe-à-callière museum	dish	neutral
not_still excellentthe service	service	neutral
reasonable shipping cost	cost	good
generous portion cheese	food	good
not_brunch toronto n't	meal	neutral
dishes ever eaten	dish	neutral
uhm chocolate	food	neutral
not_food incredible	food	bad
specializes quality	dish	neutral
food happy	food	good
expensive brunch worth	meal	neutral
enjoy outstanding breakfast	meal	good
classic meat	food	good
menu misleading	menu	bad
starving menu	menu	neutral
really fancy special	dish	good
meal empty	meal	neutral
decent meat pie	food	good
snd really spoil	dish	bad
service perfect always	service	good
breakfast lunch	meal	neutral
food hopping absorbing	food	neutral
menu die	menu	bad
food visually appetizing	food	neutral
make payment	cost	neutral
non-food related	food	neutral
delicious coffee chocolate	food	good
fine chocolate	food	good
tea 've	meal	neutral
accidentally lunch	meal	neutral
lunch 'm always	meal	neutral
sit meal	meal	neutral
soups tasty	dish	neutral
standard price coffee	cost	neutral
chocolate think vast	food	neutral
real deal food	food	neutral
service slow	service	bad
recommended service	service	good
croissants chocolate	food	neutral
cheese side	food	neutral
breakfast exploring vast	meal	neutral
breakfast sandwich	meal	neutral
multi-spread appetizer	meal	neutral
polish deli food	food	neutral
not_poor customer service	service	good
croissant buttery flaky	food	bad
soup really	dish	neutral
chef faure teaching	meal	neutral
meat side meat	food	neutral
've butter	food	neutral
-chocolate eclair	food	neutral
gray tea	meal	neutral
not_chocolate chip	food	neutral
food stylish	food	good
really great food	food	good
caramel mousse	dish	neutral
not_regular chicken chili	dish	neutral
not_soup delicious	dish	bad
chocolate complaint mimosa	food	bad
sign staff member	staff	neutral
not_guilt wait undercharge	cost	good
salad bun	dish	neutral
breads brunch	meal	neutral
not_service really slow	service	good
great plateau	meal	good
not_free meal	meal	bad
lunch latte	meal	neutral
lunch even side	meal	neutral
not_vivres disappoint	dish	good
cheap price	cost	bad
coffee/tea place	meal	neutral
not_senses brunch	meal	neutral
especially hearing	dish	neutral
favourite thing menu	menu	neutral
not_shortcake thing	dish	neutral
dishes brunch	meal	neutral
appetite bite	meal	neutral
beautiful brunch platter	meal	good
pricey worth	cost	neutral
organic food	food	neutral
blue mushroom omelette	dish	neutral
sunday breakfast/brunch	meal	neutral
viet butter/mayo	food	neutral
meals 've	meal	neutral
breakfast really great	meal	good
not_chocolate filling overly	food	neutral
food tasting	food	neutral
menu wonderful	menu	good
small wrap soup	dish	neutral
not_liquid chocolate filling	food	neutral
not_brunch world	meal	neutral
salad way	dish	neutral
not_bring food	food	neutral
bilingual staff	staff	neutral
salad husband	dish	neutral
tried chocolate pineapple	food	neutral
times breakfast last	meal	neutral
tasty food	food	neutral
appealing point	dish	good
delicious lunch	meal	good
really great staff	staff	good
lunch course wait	meal	neutral
mid-day meal	meal	neutral
not_top chocolate	food	bad
salads great	dish	good
fresh loaf	food	good
prefab food taste	food	neutral
delicious cake	dish	good
not_soup go hearty	dish	neutral
not_staff friendly bunch	staff	bad
not_dont disappointed	dish	good
liked chocolate croissant	food	good
ordering yogurt	food	neutral
style dish	dish	neutral
star dish	dish	neutral
not_much fondue	dish	neutral
not_pretty big brunch	meal	bad
instead manning host	meal	neutral
breakfast terrific	meal	good
australian meat pie	food	neutral
breakfast/brunch place	meal	neutral
options menu	menu	neutral
not_dinner even single	meal	neutral
awesome quick breakfast	meal	good
not_away getting brunches	meal	neutral
menu great mix	menu	good
long brunch worth	meal	good
specialty amazing	dish	good
chocolate pizzas	dish	neutral
panini bite	meal	neutral
not_australian dish floating	dish	neutral
food exotic	food	neutral
not_big breakfast	meal	neutral
not_impressed customer service	service	bad
love good food	food	good
guava cheese	food	neutral
delicious pricey	cost	neutral
****	****	****
cheese cachito way	food	neutral
concordia pizzas	dish	neutral
not_bit fishy	food	neutral
great spot brunch	meal	good
not_bite wrong end	meal	good
not_items menu	menu	neutral
not_n't huge meal	meal	neutral
popular lunch place	meal	good
winter produce wonderfully	food	good
much overall staff	staff	neutral
chopped finger food	food	neutral
not_salad already lunch	meal	neutral
simply buttery	food	neutral
little chocolate think	food	neutral
great variety menu	menu	good
not_especially n't bashful	dish	good
good salad want	dish	good
reasonable price	cost	good
not_steadily sure	meal	neutral
yogurt average	food	neutral
meal delicious	meal	good
not_canadian comfort food	food	bad
different plate chocolate	food	neutral
entree buffet	meal	neutral
impressed meal	meal	good
vietnamese food	food	neutral
disappointing food	dish	bad
brunch delicious	meal	good
conditions special	dish	neutral
fresh service charming	service	good
lunch really good	meal	good
not_meat pie n't	food	neutral
not_chili pretty good	dish	bad
cheese cachito spinach	food	neutral
not_foodi end ordering	food	neutral
not_dish floating pie	dish	neutral
english menu	menu	neutral
quick kid-pleasing dinner	meal	neutral
white chocolate coffee	food	neutral
salad boatload	dish	neutral
not_quick breakfast coffee	meal	neutral
pricey trade money	cost	bad
meal illegal	meal	bad
not_chose chocolatey hoping	food	neutral
lovely meal	meal	good
dish really	dish	neutral
specializes decadent chocolate	dish	bad
price pretty reasonable	cost	good
far delicious brunch	meal	good
helpful service desk	service	good
not_milkshakes even special	dish	neutral
normal lunch menu	meal	neutral
like tea	meal	good
cheese biscuit	food	neutral
lunch hearing good	meal	good
food magical	food	good
loose leaf tea	meal	bad
food ridiculous	food	bad
late-night drunk food	food	bad
cozy place lunch	meal	good
meat good	food	good
wonderful lunch place	meal	good
not_make chocolate milk	food	neutral
plateau looking lunch	meal	neutral
not_tea nice	meal	bad
original salad	dish	neutral
food questionable	food	bad
lunch old	meal	neutral
especially cold canada	dish	bad
au chocolate	food	neutral
theaters p especially	dish	neutral
cute bustling lunch	meal	good
wide variety meat	food	good
cup instead	meal	neutral
hot cheesy meaty	food	neutral
point impeccable	dish	good
not_uncaring service	service	good
especially amount	dish	neutral
nice place breakfast/coffee	meal	good
brilliant ambience breakfast	meal	good
rip-off charge price	cost	bad
beautifully pizza	dish	good
menu unique	menu	neutral
cool chocolatey place	food	good
not_hummus cream cheese	food	neutral
not_sponge cake	dish	neutral
not_easy staff	staff	bad
tried ham cheese	food	neutral
not_cream cheese	food	neutral
-food- pot	food	neutral
selection croissant pudding	dish	neutral
cake green	dish	neutral
quick breakfast pit	meal	neutral
not_food real	food	neutral
not_excellent food	food	bad
perfect ambience brunch	meal	good
brunch old	meal	neutral
successfully spread	meal	good
not_hot tea cappuccino	meal	bad
dark chocolate gooey'er	food	bad
date pudding great	dish	good
danish chocolate cinnamon	food	neutral
not_staff great	staff	bad
fresh fruit disappointing	dish	neutral
not_olive gourmando disappoint	dish	good
great service	service	good
not_flavour staff	staff	neutral
rich custard filling	dish	good
prices especially villa-marie	dish	neutral
egg dish	dish	neutral
not_first bite chicken	meal	neutral
bit long meal	meal	neutral
cheese available	food	good
right spicy/egg/cheese/bread	food	good
much chocolate	food	neutral
hesitant menu	menu	bad
not_great breakfast place	meal	bad
fish day	food	neutral
white chocolate lemon	food	bad
not_ordering breakfast	meal	neutral
plateau area	meal	neutral
not_accept payment	cost	neutral
non-veg brunch	meal	neutral
friendly staff decent	staff	good
bite slightly disappointing	meal	bad
impressed food	food	good
cheese fig	food	neutral
fondue delicioustip reservation	dish	neutral
picky coffee/bread/food person	food	bad
juice special	dish	neutral
not_service great	service	bad
service wonderful	service	good
salad exploring	dish	neutral
well seasoned staff	staff	good
come delicious salad	dish	good
staff truly pay	staff	neutral
airy breakfast world	meal	neutral
meal far montreal	meal	neutral
not_lunch comment lunch	meal	neutral
not_lunch spot n't	meal	neutral
lose food	food	bad
dishes wonderfully delectable	dish	good
french menu	menu	neutral
smoothie side coconut	food	neutral
indian food	food	neutral
superb meal	meal	good
great price	cost	good
terrible service	service	bad
breakfast usually favorite	meal	good
waiting food	food	neutral
food still amazing	food	good
belgian chocolate	food	neutral
good price amount	cost	good
quick breakfast way	meal	neutral
green sauerkraut-sauce	dish	neutral
not_service perfectpolite friendly	service	bad
sausages butter	food	neutral
not_soup n't	dish	neutral
brunch game changer	meal	neutral
pizza probably favourite	dish	neutral
coffee/hot cocoa/tea amazing	meal	good
benefit especially considering	dish	good
menu high	menu	neutral
tea amazing	meal	good
cheese onion panini	food	neutral
monsieur unfortunately disappointing	dish	bad
bold statement chocolate	food	neutral
excellent brunch/breakfast	meal	good
not_atmosphere service	service	neutral
food late	food	neutral
cheese meat	food	neutral
not_cake unnecessary	dish	good
green tea	meal	neutral
comfortable satisfying meal	meal	good
dishes ask	dish	neutral
rude staff	staff	bad
away chocolate croissant	food	neutral
chocolate average	food	neutral
meal plate day	meal	neutral
not_ready staff	staff	bad
food fast-casual	food	neutral
rather disappointed food	dish	bad
eggs salad	dish	neutral
crepes brunch	meal	neutral
goodservice fastambiance ambiance	service	neutral
not_menu please 're	menu	neutral
cheesy service wise	service	neutral
food sensational	food	good
not_chocolate person	food	neutral
fresh meal	meal	good
chocolate sweet	food	good
not_special chicken	dish	neutral
chocolate finally	food	neutral
good chocolate	food	good
excellent salad exploring	dish	good
wrap special	dish	neutral
cheese way	food	neutral
ordered finger food	food	neutral
special crêpe	dish	neutral
cheese extraction	food	neutral
not_disappointment waiter accommodating	dish	good
staff friendly attentive	staff	good
not_soft buttery	food	bad
meat creating weird	food	bad
fine coconut	food	good
shines brunch special	meal	neutral
love service	service	good
marshmallows chocolate	food	neutral
lunch time	meal	neutral
mostly chocolate	food	neutral
lunch top	meal	good
cheese basil	food	neutral
not_food bad	food	good
russian food	food	neutral
chocolate chip	food	neutral
delicious yogurt	food	good
not_again- salad	dish	neutral
overall flavour soup	dish	neutral
staff comfortable	staff	good
cheese dandelion leafs	food	neutral
absolutely delicious food	food	good
anything menu	menu	neutral
iconic montreal food	food	neutral
chocolate chocolate sauce	food	neutral
pretty bit pricey	cost	neutral
nice food	food	good
analogous tomato soup	dish	neutral
getting dinner	meal	neutral
not_chocolate nutty	food	neutral
pleased food atmosphere	food	good
prices pretty reasonable	cost	good
fresh cream cheese	food	good
indoor cheese	food	neutral
galleries galore lunch	meal	good
prices excellent	cost	good
especially variety jazz	dish	good
vegetarian food montreal	food	neutral
serviceclean comfortable	service	good
lebanese bakery plateau	meal	neutral
not_wait brunching montreal	meal	neutral
w/chocolate dipping sauce	food	neutral
anyway glad food	food	good
instead matching sugar	meal	neutral
incredible ambiance food	food	good
back brunch le	meal	neutral
food fantastically authentic	food	good
not_lunch menu n't	meal	neutral
've schnitzel	dish	neutral
special quite pricy	dish	neutral
quick lunch	meal	neutral
starting point	dish	neutral
sandwich side salad	dish	neutral
good price	cost	good
breakfast wednesday	meal	neutral
cheesecake guess okay	dish	neutral
toffee pudding	dish	neutral
great brunch spot	meal	good
bite wife	meal	neutral
asian snack	meal	neutral
lovely brunch	meal	good
pretty good service	service	good
not_price amazing	cost	bad
sauces instead flavorful	meal	neutral
foodie craving	food	neutral
salad pine	dish	neutral
paninis buttery	food	neutral
not_full menu	menu	neutral
chocolate time	food	neutral
breakfast absolutely delicious	meal	good
not_salad tha bizness	dish	neutral
ever great price	cost	good
prices sneaking late	cost	neutral
prices cozy	cost	good
lunch hour	meal	neutral
not_slow wait staff	staff	good
not_lunch montreal	meal	neutral
decent place breakfast	meal	good
disappointing mildly	dish	bad
chocolate highly	food	neutral
not_table service	service	neutral
not_bit pricey bag	cost	good
special touch missing	dish	neutral
omelets fresh	dish	good
not_green salad	dish	neutral
already superb meal	meal	good
right price	cost	good
service impossibly slow	service	bad
service great	service	good
menu french	menu	neutral
dark chocolate bit	food	bad
ricotta salad goat	dish	neutral
ok cake	dish	neutral
not_extraordinary special	dish	bad
not_definitely enough meal	meal	bad
going especially	dish	neutral
salad salmon tartare	dish	neutral
menu strong	menu	good
pricey go	cost	bad
prices get	cost	neutral
chocolate brioche	food	neutral
perfect breakfast spot	meal	good
salad tasty	dish	neutral
pricey good	cost	neutral
banana chocolate	food	neutral
little store food	food	neutral
not_applesauce everything	dish	neutral
dishes front	dish	neutral
good excellent service	service	good
soup quite good	dish	good
cheese chorizo cachitos	food	neutral
breakfast sandwhich	meal	neutral
not_eating chocolate	food	neutral
really spoil	dish	bad
service free	service	good
meals entire	meal	neutral
polenta weekend brunch	meal	neutral
not_service always great	service	bad
favorite brunch montreal	meal	good
friendly service cute	service	good
menu big	menu	neutral
special lunch today	meal	neutral
not_service terrible	service	good
mango yogurt tang	food	neutral
delicious lunch fare	meal	good
not_quick bite summer	meal	neutral
menu bit	menu	neutral
friendly knowledgeable staff	staff	good
cheese plate	food	neutral
terms using	cost	neutral
pizza good	dish	good
not_sensory shock meal	meal	good
huge selection tea	meal	neutral
cream cheese	food	neutral
treat lovely meal	meal	good
elixir ice tea	meal	neutral
live service	service	neutral
tasty side dish	dish	neutral
great brunch menufrench	meal	good
omelette taste	dish	neutral
omelette flat	dish	neutral
hearty breakfast	meal	neutral
not_particularly disappointed	dish	good
not_specially smoking shisha	dish	neutral
not_forever orderthe food	food	neutral
soup 'm	dish	neutral
cheese turkey	food	neutral
not_weekend brunch n't	meal	neutral
lunch cafe	meal	neutral
really great lunch	meal	good
drizzle chocolate	food	neutral
foods cheese	food	neutral
healthy dinner	meal	good
instead yum fiancee	meal	neutral
not_staff unsmiling clearly	staff	bad
not_raving service	service	good
long meal arrive	meal	neutral
lunch next	meal	neutral
hot chocolate mine	food	good
food absolutely delicious	food	good
meat blacker	food	neutral
not_cakes flavor n't	dish	neutral
not_filling chocolate	food	neutral
not_bowl soup n't	dish	neutral
not_restaurant staff	staff	neutral
good portion price	cost	good
steam winter	meal	neutral
staff friendly	staff	good
pricey get	cost	bad
not_perfect food	food	bad
later early dinner	meal	neutral
cheese lettuce tomato	food	neutral
frites salad	dish	neutral
not_wrong anything menu	menu	good
dark meat	food	bad
cheese cubano	food	neutral
nice service	service	good
dinner amazing	meal	good
not_languishing meal	meal	neutral
complain price	cost	bad
coconut blt	food	neutral
leisurely lunch	meal	neutral
service excellent	service	good
not_food n't memorable	food	bad
staffs really friendly	staff	good
tea aromatic	meal	neutral
hankering chocolate	food	neutral
brunch montreal look	meal	neutral
selling food	food	neutral
food ranging	food	neutral
quantities chocolate	food	neutral
breakfast loft	meal	neutral
ordered chocolate apple	food	neutral
decent tea selection	meal	good
soup day	dish	neutral
favorite fastfood joint	food	good
great staff	staff	good
atmosphere eating chocolate	food	neutral
straight chocolate fondue	dish	neutral
food always interesting	food	good
thai peanut salad	dish	neutral
instead nasty	meal	bad
breakfast item	meal	neutral
lunch little	meal	neutral
lunch neighborhood	meal	neutral
friendly service quick	service	good
not_recommend staff	staff	bad
pizzas 've handful	dish	neutral
salad day	dish	neutral
cheese panini	food	neutral
not_much chocolate	food	neutral
platters chocolate	food	neutral
staff extremely friendly	staff	good
bite danish know	meal	neutral
fantastic service	service	good
charlie going chocolate	food	neutral
first breakfast city	meal	neutral
bubble tea montreal	meal	neutral
strawberry shortcake	dish	neutral
good choc coconut	food	good
not_particularly well-steamed	meal	neutral
great breakfast place	meal	good
giant burrito	dish	neutral
not_crab meat	food	neutral
chocolate main	food	neutral
experience food/cappuccinos	food	neutral
delicious lunch 've	meal	good
great food fast	food	good
not_steal heart weekend	meal	good
unadulterated food	food	neutral
chatting staff	staff	neutral
chunks meat	food	neutral
not_pizza- chocolate peanut	dish	neutral
pots tea	meal	neutral
bite almond croissant	meal	neutral
food 've never	food	neutral
croquette enough	dish	good
picnic lover friend	meal	good
dish assume	dish	neutral
chocolates amazing	food	good
means service	service	neutral
service regardless busy	service	neutral
little disappointed eclair	dish	bad
not_extremely friendly staff	staff	bad
outstanding service	service	good
foods front	food	neutral
chocolate scent	food	neutral
pasta special	dish	neutral
tea thing	meal	neutral
tea fresh	meal	good
gruyere cheese	food	neutral
tea hard	meal	bad
sucré brunch	meal	neutral
not_salads healthy	dish	bad
brioche cheese	food	neutral
not_staff/ amazing	staff	bad
casual food	food	neutral
good food super	food	good
not_special trip	dish	neutral
noticed chocolate soda	food	neutral
d+friendly staff+cash	staff	neutral
service beautiful	service	good
foods bland	food	bad
not_extremely popular lunch	meal	bad
cafe plateau	meal	neutral
capers mesclun salad	dish	neutral
not_chocolate great	food	bad
good milk chocolate	food	good
not_excellent custard	dish	bad
vortex go feast	meal	neutral
service friendly considering	service	good
cocoa/tea amazing	meal	good
not_crazy fan chocolate	food	good
cafe perfect breakfast	meal	good
well cheese	food	good
light breakfast	meal	neutral
cleanliness service	service	good
soup asian	dish	neutral
not_great menu	menu	bad
brazilian steak house	meal	neutral
pancakes tasty	dish	neutral
not_half price	cost	neutral
food/cappuccinos staff	staff	neutral
unbeatable breakfast brunch	meal	good
disappointing experience	dish	bad
highly recommend breakfast	meal	good
sweet potato soup	dish	good
not_cream chocolate	food	neutral
brunch really killin	meal	neutral
couples leisurely lunch	meal	neutral
second time food	food	neutral
atmosphere fantastic brunch	meal	good
large breakfast	meal	neutral
not_asian food	food	neutral
breakfast moderate	meal	neutral
yogurt fresh	food	good
salad lot	dish	neutral
chicken price paying	cost	neutral
overall food	food	neutral
not_triple chocolate	food	neutral
somewhere treated staff	staff	neutral
not_disappointing kind	dish	good
oniony/mustardy spread	meal	neutral
brunch nice	meal	good
not_ricotta special	dish	neutral
crepes oatmeal	meal	neutral
not_earl grey tea	meal	neutral
staff funny	staff	bad
back whole dish	dish	neutral
perfect snack	meal	good
not_dinner n't	meal	neutral
cheese good	food	good
cheese small	food	neutral
cheese prosciutto	food	neutral
definitely great lunch	meal	good
ultimate dessert chocolate	food	neutral
polish food	food	neutral
not_special secure	dish	bad
yogurt bowls	food	neutral
worth visitfood goodservice	food	good
last bite ricotta	meal	neutral
cheese cake choco	dish	neutral
last meal montreal	meal	neutral
spent service prompt	service	good
portioned omelette decent	dish	good
especially vege	dish	neutral
not_food n't feeling	food	neutral
not_triple chocolate pizza	dish	neutral
not_friendly staffdo forget	staff	bad
grab lunch chocolate	meal	neutral
overall food good	food	good
montréal especially	dish	neutral
wait staff sit	staff	neutral
cheese cucumber	food	neutral
service outstanding	service	good
eggs yogurt parfait	food	neutral
good coffee service	service	good
dish colorful	dish	good
full satisfying meal	meal	good
breakfast home-made	meal	neutral
vegetarian panini soup	dish	neutral
good quality chocolate	food	good
sunday morning breakfast	meal	neutral
overall service	service	neutral
paninis lunch-type	meal	neutral
favourite breakfast place	meal	neutral
beet soup	dish	neutral
fine brunch spot	meal	good
not_brunch- legit	meal	neutral
strawberry cake tartness	dish	neutral
flavours partdecent foodfriendly	food	neutral
falling food	food	bad
salade compris avec	dish	neutral
greek yogurt	food	neutral
chocolate beautiful	food	good
food cheap	food	bad
not_products chocolate	food	neutral
great service food	food	good
patty crispy	dish	neutral
highlight meal raspberry-chocolate	meal	neutral
cheesecake much	dish	neutral
meat last	food	neutral
disappointed eclair	dish	bad
dipping chocolate	food	neutral
prices reasonable	cost	good
old port meal	meal	neutral
brunch sunday	meal	neutral
snack/beer/minor household	meal	neutral
not_italian pizzas	dish	neutral
looking lunch	meal	neutral
great get service	service	good
uncheescake cheesecake	dish	neutral
well lunch	meal	good
counterpoint saltiness	dish	neutral
food beautiful	food	good
brunch house	meal	neutral
great cost	cost	good
not_tea way	meal	neutral
awesome service	service	good
not_special walk think	dish	neutral
biodome eat lunch	meal	neutral
never disappointed	dish	bad
cantons brunch	meal	neutral
food tour	food	neutral
stealing place	meal	bad
mango chocolate croissant	food	neutral
food well contributing	food	good
nice staff	staff	good
want creamsicle coconut	food	neutral
hot chocolate	food	good
fries salad bun	dish	neutral
mexican omelette	dish	neutral
not_terms seating	cost	neutral
chili incredible	dish	good
salad cup	dish	neutral
chocolate bread	food	neutral
live food	food	neutral
hot cheese sandwich	food	good
loose tea filter	meal	bad
big breakfast	meal	neutral
brunch awesome	meal	good
not_food good	food	bad
not_deliciously fresh food	food	bad
food ready	food	good
pricey everything	cost	bad
staff knowledgeable	staff	good
well dressed staff	staff	good
not_healthy food	food	bad
favorite especially winter	dish	good
not_custard thing awesome	dish	bad
quick breakfast	meal	neutral
dishes hummus labneh	dish	neutral
cake amazing	dish	good
warm yogurt	food	good
not_food n't great	food	bad
pizza enormous	dish	neutral
delicious food	food	good
food ok	food	neutral
not_service friendly super	service	bad
hungry lunch	meal	neutral
tomato/corn salad	dish	neutral
terrible food	food	bad
friendly price wise	cost	good
menu expansive	menu	good
not_cake much	dish	neutral
loved place food	food	good
service quick	service	neutral
servicecons possible	service	neutral
healthy meal	meal	good
right amount chocolate	food	good
not_hot chocolate	food	bad
teas try hot	meal	good
busy area plateau	meal	neutral
not_cakes intimate	dish	bad
small salad roll	dish	neutral
staff friendly talkative	staff	good
incredible patisserie brunch	meal	good
not_safe menu	menu	bad
italian pudding	dish	neutral
fontina cheese	food	neutral
price reesonable	cost	neutral
brunch special	meal	neutral
limited menu	menu	bad
specialties chestnut bread	dish	neutral
food totally worth	food	good
not_n't justifiable price	cost	neutral
sandwiches salads	dish	neutral
solidly good breakfast	meal	good
not_fresh fruit yogurt	food	bad
instead paying	meal	neutral
delicious chocolate croissant	food	good
breakfast world hand	meal	neutral
pastries brunch	meal	neutral
not_friendly service	service	bad
menui really	menu	neutral
green tea chocolate	meal	neutral
tea sickeningly sweet	meal	neutral
soup coffee	dish	neutral
not_worth price line	cost	bad
get salad	dish	neutral
not_quick friendly service	service	bad
pudding chomeur	dish	neutral
small kitchen service	service	neutral
messy sloppy	meal	bad
food satisfactory	food	good
pastas al dente	dish	neutral
soup well ginger	dish	good
not_definitely dinner destination	meal	neutral
cramming brunch	meal	neutral
not_menu finally	menu	neutral
melted chocolate	food	neutral
fantastic staff	staff	good
small cup soup	dish	neutral
good food	food	good
butter rich	food	good
food 're	food	neutral
staff attentive	staff	good
disappointed food	dish	bad
service always fresh	service	good
not_chocolateyes insane	food	good
things menu	menu	neutral
vegan brunch goodness	meal	good
meatless pie day	food	neutral
tasting chocolate	food	neutral
offers breakfast	meal	neutral
not_brunches leaving	meal	neutral
menu feature	menu	neutral
things breakfasty	meal	neutral
congres lunch	meal	neutral
meat pie	food	neutral
far buttery tasty	food	neutral
meat sauce similar	food	neutral
food whole	food	neutral
not_chili delicious	dish	bad
mostly chili	dish	neutral
not_pricey side	cost	good
deep breath eggsbaconhamsausagesauteed	dish	neutral
fresh fruit w/chocolate	food	good
not_orderthe food	food	neutral
sandwich soup combo	dish	neutral
chocolate good	food	good
not_lovely luncheon	meal	bad
food absolutely outstanding	food	good
bubble tea 've	meal	neutral
well worth price	cost	good
not_portuguese type food	food	neutral
luscious chocolate cream	food	neutral
crunchy buttery	food	neutral
not_food live	food	neutral
greek salad rice	dish	neutral
good portion salad	dish	good
sections menu	menu	neutral
table service average	service	neutral
not_venezuelan food	food	neutral
favorite lunch spot	meal	good
not_payment international	cost	neutral
not_vietnamese food	food	neutral
to-go lunch dessert	meal	neutral
tho extremely chocolatey	food	neutral
worth downside service	service	neutral
coconut bacon blt	food	neutral
friends lunch	meal	neutral
hanging menu	menu	neutral
yogurt great	food	good
breakfast whole	meal	neutral
candle-lit cake co-worker	dish	neutral
old monteal	meal	neutral
clients lunch	meal	neutral
pudding contain	dish	neutral
hot chocolate/cocoa	food	good
huge menu	menu	neutral
special trip montreal	dish	neutral
staff fine	staff	good
breakfast staying nearby	meal	neutral
liked sujouk pizza	dish	good
special food	dish	neutral
wide variety food	food	good
chocolate instead dark	meal	bad
not_thus quite disappointed	dish	good
not_incredible service amazing	service	bad
not_right hipster-like brunch	meal	bad
terms bread	cost	neutral
bad service	service	bad
good place brunch	meal	good
overall meal	meal	neutral
husband chocolate	food	neutral
tasty specially	dish	neutral
dishes british	dish	neutral
taco veggie taco	dish	neutral
not_service due	service	neutral
tomatoes cheese	food	neutral
not_chinese food restaurant	food	neutral
popular thing menu	menu	good
d'hôte onion soup	dish	neutral
definitely worth visitfood	food	good
breakfast special	meal	neutral
brunch last	meal	neutral
not_coffee instead fantastic	meal	bad
definitely pricier brunch	meal	bad
meat day	food	neutral
vegan brunch	meal	neutral
full office	staff	neutral
delicious mimosas staff	staff	good
not_menu first visit	menu	neutral
black tea	meal	neutral
not_menu good	menu	bad
brunch line door	meal	neutral
items pretty pricey	cost	neutral
almost half-way applesauce	dish	neutral
service totally unoriganized	service	neutral
service always fantastic	service	good
light meal	meal	neutral
not_chocolate almond	food	neutral
sante dish	dish	neutral
bit salad run	dish	neutral
egg-tarte pudding consistency	dish	neutral
pancakes still tasty	dish	neutral
famous coconut blt	food	good
not_price creative	cost	bad
piestaff bilingual	staff	neutral
chocolate orange	food	neutral
wonderful place breakfast	meal	good
australian food	food	neutral
meat beef	food	neutral
not_staff always friendly	staff	bad
brunch amazing	meal	good
fresh yogurt fruit	food	good
prices fair	cost	good
chai tea	meal	neutral
meat slightly dry	food	neutral
mess- sexy	meal	good
delicious meal	meal	good
worth cost opinion	cost	good
okay first meal	meal	neutral
not_look messy	meal	good
different meal	meal	neutral
constantly raisin prices	cost	neutral
coconut black	food	neutral
not_savory dish	dish	neutral
sandwiches especially cubain	dish	neutral
stick chocolate beverage	food	neutral
salad really good	dish	good
not_minced meat pie	food	neutral
menu unavailable	menu	bad
chocolate experience	food	neutral
cheese house mayonnaise	food	neutral
attentive service proximity	service	good
not_good service	service	bad
small bite pleasurable	meal	good
food inexpesively leave	food	neutral
fries salad top	dish	good
not_way go lunch	meal	neutral
fondue way	dish	neutral
brunch really vouch	meal	good
staff mostly french	staff	neutral
ordering salad	dish	neutral
sandwiches soups	dish	neutral
pizza pretty good	dish	good
naturally nutella chocolate	food	neutral
fries gravy cheese	food	neutral
cordial food	food	neutral
food heavy	food	neutral
bread butter	food	neutral
not_salmon cake scarfed	dish	neutral
salad much	dish	neutral
food impressed	food	good
fries opt salad	dish	neutral
food modeling	food	neutral
bites entire	meal	neutral
really pricey	cost	bad
late brunch	meal	neutral
wonderful especially	dish	good
not_tea special	meal	neutral
patty good	dish	good
